物种代码,物种中文名,科学学名,观测地名称,观测时间,纬度,经度,数量,省份代码,检查表ID
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,九龙山国家森林公园 (Jiulongshan National Forest Park),2025-10-27 06:30,30.5924528,121.1006358,60,CN-33,S281583897
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,奥林匹克森林公园南园--奥海西侧 (Olympic Forest Park South--Aohai West),2025-10-27 06:46,40.0152176,116.3882601,3,CN-11,S281641830
gragoo,灰雁 (Graylag Goose),Anser anser,奥林匹克森林公园南园--奥海西侧 (Olympic Forest Park South--Aohai West),2025-10-27 06:46,40.0152176,116.3882601,4,CN-11,S281564964
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,奥林匹克森林公园南园--奥海西侧 (Olympic Forest Park South--Aohai West),2025-10-27 06:46,40.0152176,116.3882601,40,CN-11,S281564964
gragoo,灰雁 (Graylag Goose),Anser anser,S228沿途,2025-10-27 07:10,37.7563775,118.9751903,100,CN-37,S281587822
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,S228沿途,2025-10-27 07:10,37.7563775,118.9751903,1,CN-37,S281587822
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,S228沿途,2025-10-27 07:10,37.7563775,118.9751903,200,CN-37,S281587822
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,青岛北站西侧荒地 (Qingdao North Station Wetlands),2025-10-27 08:46,36.1701243,120.362659,1,CN-37,S281637083
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,军嶂山 (Junzhang Hill),2025-10-27 08:51,31.4490163,120.2254946,26,CN-32,S281588893
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,南汇东滩 (Nanhui Dongtan),2025-10-27 11:25,30.918356,121.9774164,7,CN-31,S281637523
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,紫泥湖水库 (Zinihu Reservoir),2025-10-27 11:40,39.0475558,105.375718,1,CN-15,S282036151
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,马銮湾--中心地铁站周边 (Maluan Bay--Central Metro Station),2025-10-27 13:11,24.5478339,117.9951499,1,CN-35,S281589971
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,"余杭南湖 (South Lake, Yuhang)",2025-10-27 13:14,30.2575136,119.9171877,4,CN-33,S281594298
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,马场 (Ma Chang),2025-10-28 06:06,40.3798824,115.8416955,1,CN-11,S281745888
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,奥林匹克森林公园南园--奥海西侧 (Olympic Forest Park South--Aohai West),2025-10-28 06:48,40.0152176,116.3882601,9,CN-11,S281716783
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,奥林匹克森林公园南园--奥海西侧 (Olympic Forest Park South--Aohai West),2025-10-28 06:48,40.0152176,116.3882601,45,CN-11,S281716783
gragoo,灰雁 (Graylag Goose),Anser anser,野鸭湖 (Wild Duck Lake),2025-10-28 09:11,40.4095749,115.8468175,1,CN-11,S281746496
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,黄白茨,2025-10-28 17:10,39.5497648,106.7683323,1,CN-15,S282032405
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,金堤河湿地公园,2025-10-29 06:57,35.69359,115.03246,2,CN-41,S284083975
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,喻家山 (Yujia Hill),2025-10-29 08:45,30.522914,114.4113177,14,CN-42,S288948521
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,喻家山 (Yujia Hill),2025-10-29 08:45,30.522914,114.4113177,8,CN-42,S288948521
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,野鸭湖 (Wild Duck Lake),2025-10-29 10:05,40.4095749,115.8468175,1,CN-11,S281868922
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,"Hushan Reservoir, Suichang, Lishui CN-Zhejiang (28.5792,119.0001)",2025-10-29 13:15,28.579165,119.000134,18,CN-33,S281901626
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,五丰岛 (Wufeng Island),2025-10-30 06:10,30.0936579,120.1213419,6,CN-33,S282028660
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,五丰岛 (Wufeng Island),2025-10-30 06:10,30.0936579,120.1213419,20,CN-33,S282028660
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,五丰岛 (Wufeng Island),2025-10-30 06:10,30.0936579,120.1213419,3,CN-33,S282028660
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,"十里香樟路, 南昌市 CN-江西省 28.77271, 116.31070",2025-10-30 07:10,28.77271,116.310695,600,CN-36,S281978005
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,土默特左旗北什轴乡北海流,2025-10-30 13:00,40.67506,111.3852,30,CN-15,S293064045
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,奥林匹克森林公园南园--叠水花台 (Olympic Forest Park South--Dieshui Huatai),2025-10-30 13:39,40.0180208,116.3833096,4,CN-11,S282004351
gragoo,灰雁 (Graylag Goose),Anser anser,奥林匹克森林公园南园--叠水花台 (Olympic Forest Park South--Dieshui Huatai),2025-10-30 13:39,40.0180208,116.3833096,2,CN-11,S282004351
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,奥林匹克森林公园南园--叠水花台 (Olympic Forest Park South--Dieshui Huatai),2025-10-30 13:39,40.0180208,116.3833096,3,CN-11,S282004351
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,奥林匹克森林公园南园--叠水花台 (Olympic Forest Park South--Dieshui Huatai),2025-10-31 08:01,40.0180208,116.3833096,2,CN-11,S282118489
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,"成都南湖公园 (Nanhu Park, Chengdu)",2025-10-31 09:32,30.4989243,104.0482814,1,CN-51,S282113184
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,奥林匹克森林公园北园 (Olympic Forest Park North),2025-10-31 09:56,40.0271199,116.3929873,1,CN-11,S282118801
gragoo,灰雁 (Graylag Goose),Anser anser,奥林匹克森林公园北园 (Olympic Forest Park North),2025-10-31 09:56,40.0271199,116.3929873,9,CN-11,S282118801
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,南海子公园 (Nanhaizi Park),2025-10-31 10:39,39.777136,116.4605969,5,CN-11,S282119443
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,"余杭南湖 (South Lake, Yuhang)",2025-10-31 12:24,30.2575136,119.9171877,27,CN-33,S282247486
gragoo,灰雁 (Graylag Goose),Anser anser,紫泥湖水库 (Zinihu Reservoir),2025-10-31 14:00,39.0475558,105.375718,8,CN-15,S282551571
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,紫泥湖水库 (Zinihu Reservoir),2025-10-31 14:00,39.0475558,105.375718,1,CN-15,S282551571
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,紫泥湖水库 (Zinihu Reservoir),2025-10-31 14:00,39.0475558,105.375718,10,CN-15,S282551571
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,"杭州市, 浙江省, 九堡",2025-10-31 15:12,30.2871697,120.2893271,5,CN-33,S282142571
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,"玉树藏族自治州, 青海省, CN (33.361, 97.434)嘉塘草原",2025-10-31 16:49,33.3605251,97.4339951,15,CN-63,S282135030
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,曹娥江口 (Cao'e River Estuary),2025-10-31 19:40,30.2208245,120.7632158,1,CN-33,S282158128
gragoo,灰雁 (Graylag Goose),Anser anser,若尔盖县所有区域 General Area,2025-11-01 07:30,33.578638,102.965012,0,CN-51,S282313659
gragoo,灰雁 (Graylag Goose),Anser anser,黄河三角洲自然保护区--大汶流管理站 (Yellow River Delta NNR--Dawenliu Station),2025-11-01 08:53,37.7590434,118.9921687,1,CN-37,S287896518
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,黄河三角洲自然保护区--大汶流管理站 (Yellow River Delta NNR--Dawenliu Station),2025-11-01 08:53,37.7590434,118.9921687,1,CN-37,S287896518
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,黄河三角洲自然保护区--大汶流管理站 (Yellow River Delta NNR--Dawenliu Station),2025-11-01 08:53,37.7590434,118.9921687,1,CN-37,S287896518
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,黄河三角洲自然保护区--大汶流管理站 (Yellow River Delta NNR--Dawenliu Station),2025-11-01 08:53,37.7590434,118.9921687,1,CN-37,S287896518
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,黄河三角洲自然保护区--大汶流管理站 (Yellow River Delta NNR--Dawenliu Station),2025-11-01 08:53,37.7590434,118.9921687,1,CN-37,S287896518
gragoo,灰雁 (Graylag Goose),Anser anser,上虞滨海围垦区 (Shangyu Coast),2025-11-01 08:59,30.2138969,120.8982819,1,CN-33,S282265634
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,上虞滨海围垦区 (Shangyu Coast),2025-11-01 08:59,30.2138969,120.8982819,1,CN-33,S282265634
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,石臼湖 [安徽] (Shijiu Lake [Anhui]),2025-11-01 09:00,31.5040035,118.8386108,0,CN-34,S282463467
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,石臼湖 [安徽] (Shijiu Lake [Anhui]),2025-11-01 09:00,31.5040035,118.8386108,0,CN-34,S282463467
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,海流水库,2025-11-01 09:00,40.667248,111.384873,0,CN-15,S293057138
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,野鸭湖 (Wild Duck Lake),2025-11-01 09:03,40.4095749,115.8468175,1,CN-11,S282255504
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,野鸭湖 (Wild Duck Lake),2025-11-01 09:03,40.4095749,115.8468175,1,CN-11,S282255504
gragoo,灰雁 (Graylag Goose),Anser anser,石臼湖 [安徽] (Shijiu Lake [Anhui]),2025-11-01 10:08,31.5040035,118.8386108,2,CN-34,S282293279
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,石臼湖 [安徽] (Shijiu Lake [Anhui]),2025-11-01 10:08,31.5040035,118.8386108,5,CN-34,S282293279
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,奥林匹克森林公园北园 (Olympic Forest Park North),2025-11-01 11:15,40.0271199,116.3929873,2,CN-11,S304565283
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,上虞滨海围垦区 (Shangyu Coast),2025-11-01 11:24,30.2138969,120.8982819,2,CN-33,S282251970
gragoo,灰雁 (Graylag Goose),Anser anser,"三门峡南湖 (South Lake, Sanmenxia)",2025-11-01 11:54,34.7785357,111.1479887,30,CN-41,S282270749
gragoo,灰雁 (Graylag Goose),Anser anser,南海子公园 (Nanhaizi Park),2025-11-01 13:30,39.777136,116.4605969,1,CN-11,S282279678
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,南海子公园 (Nanhaizi Park),2025-11-01 13:30,39.777136,116.4605969,400,CN-11,S282279678
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,野鸭湖 (Wild Duck Lake),2025-11-01 14:59,40.4095749,115.8468175,1,CN-11,S282258962
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,沙城湿地 (Shacheng Wetlands),2025-11-01 17:15,40.3708803,115.4655815,4,CN-13,S282273992
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,沙城湿地 (Shacheng Wetlands),2025-11-02 06:29,40.3708803,115.4655815,20,CN-13,S282423719
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,闽江口 (Minjiang River Estuary),2025-11-02 06:33,26.0316104,119.6326017,10,CN-35,S282438756
gragoo,灰雁 (Graylag Goose),Anser anser,沙城湿地 (Shacheng Wetlands),2025-11-02 07:20,40.3708803,115.4655815,0,CN-13,S282932871
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,沙城湿地 (Shacheng Wetlands),2025-11-02 07:20,40.3708803,115.4655815,0,CN-13,S282932871
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,沙城湿地 (Shacheng Wetlands),2025-11-02 07:20,40.3708803,115.4655815,0,CN-13,S282932871
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,沙城湿地 (Shacheng Wetlands),2025-11-02 07:20,40.3708803,115.4655815,0,CN-13,S282932871
gragoo,灰雁 (Graylag Goose),Anser anser,南矶山 (Nanjishan),2025-11-02 08:07,28.9484013,116.3569724,35,CN-36,S282456718
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,南矶山 (Nanjishan),2025-11-02 08:07,28.9484013,116.3569724,8,CN-36,S282456718
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,南矶山 (Nanjishan),2025-11-02 08:07,28.9484013,116.3569724,3,CN-36,S282456718
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,南矶山 (Nanjishan),2025-11-02 08:07,28.9484013,116.3569724,10,CN-36,S282456718
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,北大港水库西堤,2025-11-02 08:27,38.703444,117.279041,100,CN-12,S282469612
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,北大港水库西堤,2025-11-02 08:27,38.703444,117.279041,10,CN-12,S282469612
gragoo,灰雁 (Graylag Goose),Anser anser,西西海湿地 (Xixihai Wetlands),2025-11-02 08:30,38.9203016,117.1898889,10,CN-12,S282436857
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,孤岛万亩槐林 (Gudao Locust Forest),2025-11-02 08:39,37.9034156,118.8207368,1,CN-37,S287899898
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,渭河杨凌段 (Wei River - Yangling Section),2025-11-02 09:00,34.2350283,108.0710218,1,CN-61,S291186682
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,条子泥--中段 (Tiaozini Tidal Flats--Central Section),2025-11-02 09:30,32.75,120.96,150,CN-32,S283273305
gragoo,灰雁 (Graylag Goose),Anser anser,黄河三角洲自然保护区--大汶流管理站 (Yellow River Delta NNR--Dawenliu Station),2025-11-02 10:00,37.7590434,118.9921687,1,CN-37,S287897912
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,黄河三角洲自然保护区--大汶流管理站 (Yellow River Delta NNR--Dawenliu Station),2025-11-02 10:00,37.7590434,118.9921687,1,CN-37,S287897912
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,黄河三角洲自然保护区--大汶流管理站 (Yellow River Delta NNR--Dawenliu Station),2025-11-02 10:00,37.7590434,118.9921687,1,CN-37,S287897912
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,黄河三角洲自然保护区--大汶流管理站 (Yellow River Delta NNR--Dawenliu Station),2025-11-02 10:00,37.7590434,118.9921687,1,CN-37,S287897912
gragoo,灰雁 (Graylag Goose),Anser anser,刀郎千島湖景區,2025-11-02 10:30,39.0501394,77.6818593,30,CN-65,S288511216
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,"余杭南湖 (South Lake, Yuhang)",2025-11-02 13:15,30.2575136,119.9171877,10,CN-33,S282451468
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,青山湖 (Qingshan Lake),2025-11-02 14:00,30.2397529,119.757281,3,CN-33,S282496162
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,上虞滨海围垦区 (Shangyu Coast),2025-11-02 14:30,30.2138969,120.8982819,5,CN-33,S282463383
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,南汇东滩--3-8号魔术林 (Nanhui Dongtan--No.3-8 Woods),2025-11-02 14:44,30.9489275,121.9638785,9,CN-31,S282449824
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,南汇东滩--3-8号魔术林 (Nanhui Dongtan--No.3-8 Woods),2025-11-02 14:44,30.9489275,121.9638785,1,CN-31,S282449824
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,南海子公园 (Nanhaizi Park),2025-11-02 15:00,39.777136,116.4605969,1,CN-11,S283606418
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,紫竹荒地,2025-11-02 16:00,31.020463,121.4841717,22,CN-31,S282654018
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,珠江公园 (Zhujiang Park),2025-11-02 16:53,23.1200747,113.3400249,3,CN-44,S282467517
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,汤山--盐鸭子洞 (Tangshan Hill--Yanyazidong),2025-11-02 17:00,32.0467058,119.0266318,40,CN-32,S294174906
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,马銮湾--中心地铁站周边 (Maluan Bay--Central Metro Station),2025-11-02 17:05,24.5478339,117.9951499,6,CN-35,S282462619
gragoo,灰雁 (Graylag Goose),Anser anser,西西海湿地 (Xixihai Wetlands),2025-11-03 08:28,38.9203016,117.1898889,3,CN-12,S282654913
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,西西海湿地 (Xixihai Wetlands),2025-11-03 08:28,38.9203016,117.1898889,7,CN-12,S282654913
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,崇明东滩鸟类自然保护区 (Chongming Dongtan NNR),2025-11-03 09:30,31.4951401,121.9647217,7,CN-31,S282708199
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,"汝河国家湿地公园, 平顶山市 CN-河南省 (34.1306,112.8528)",2025-11-03 12:30,34.130574,112.852779,17,CN-41,S290250587
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,橡皮坝,2025-11-03 13:00,28.071402,119.155619,3,CN-33,S287228342
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,杭州沿江湿地公园 (Hangzhou Riverside Wetland Park),2025-11-03 15:26,30.2605585,120.3580163,2,CN-33,S282679448
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,"浦沿江滩 (Puyan Section, Qiantang River)",2025-11-03 16:39,30.1492958,120.1415074,9,CN-33,S282679316
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,朝阳公园 (Chaoyang Park),2025-11-03 19:57,39.9395667,116.4792716,1,CN-11,S283080732
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,独墅湖--国宾路大草坪 (Dushu Lake--Guobin Rd Lawn),2025-11-04 09:29,31.2919348,120.69404,3,CN-32,S282798666
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,"余杭南湖 (South Lake, Yuhang)",2025-11-04 10:00,30.2575136,119.9171877,2,CN-33,S283434642
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,"汝河国家湿地公园, 平顶山市 CN-河南省 (34.1306,112.8528)",2025-11-04 12:30,34.130574,112.852779,20,CN-41,S290251279
gragoo,灰雁 (Graylag Goose),Anser anser,"余杭南湖 (South Lake, Yuhang)",2025-11-04 15:13,30.2575136,119.9171877,1,CN-33,S282814446
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,"余杭南湖 (South Lake, Yuhang)",2025-11-04 15:13,30.2575136,119.9171877,4,CN-33,S282814446
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,"余杭南湖 (South Lake, Yuhang)",2025-11-04 15:13,30.2575136,119.9171877,6,CN-33,S282814446
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,奥林匹克森林公园北园 (Olympic Forest Park North),2025-11-04 15:45,40.0271199,116.3929873,10,CN-11,S283616330
gragoo,灰雁 (Graylag Goose),Anser anser,"浦沿江滩 (Puyan Section, Qiantang River)",2025-11-05 07:30,30.1492958,120.1415074,2,CN-33,S282945797
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,东滩湿地公园 (Dongtan Wetland Park),2025-11-05 08:30,31.517616,121.9393413,5,CN-31,S282969553
gragoo,灰雁 (Graylag Goose),Anser anser,"十八联圩湿地, 合肥市 CN-安徽省 (31.7240,117.4055)",2025-11-05 08:47,31.72404,117.405508,0,CN-34,S310596536
gragoo,灰雁 (Graylag Goose),Anser anser,流花湖公园 (Liuhua Lake Park),2025-11-05 11:00,23.1358916,113.2511473,1,CN-44,S283102828
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,流花湖公园 (Liuhua Lake Park),2025-11-05 11:00,23.1358916,113.2511473,1,CN-44,S283102828
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,南海子公园 (Nanhaizi Park),2025-11-05 11:15,39.777136,116.4605969,2,CN-11,S282936428
gragoo,灰雁 (Graylag Goose),Anser anser,条子泥--中段 (Tiaozini Tidal Flats--Central Section),2025-11-05 12:08,32.75,120.96,1,CN-32,S282940870
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,条子泥--中段 (Tiaozini Tidal Flats--Central Section),2025-11-05 12:08,32.75,120.96,20,CN-32,S282940870
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,澉南海堤湿地 (Gannan Coast and Wetlands),2025-11-05 12:15,30.341823,120.877044,6,CN-33,S282944968
gragoo,灰雁 (Graylag Goose),Anser anser,"汝河国家湿地公园, 平顶山市 CN-河南省 (34.1306,112.8528)",2025-11-05 12:30,34.130574,112.852779,2,CN-41,S290251510
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,"汝河国家湿地公园, 平顶山市 CN-河南省 (34.1306,112.8528)",2025-11-05 12:30,34.130574,112.852779,12,CN-41,S290251510
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,杭州沿江湿地公园 (Hangzhou Riverside Wetland Park),2025-11-05 13:28,30.2605585,120.3580163,2,CN-33,S282948740
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,杭州沿江湿地公园 (Hangzhou Riverside Wetland Park),2025-11-05 13:30,30.2605585,120.3580163,12,CN-33,S283084226
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,紫泥湖水库 (Zinihu Reservoir),2025-11-05 15:40,39.0475558,105.375718,2,CN-15,S283255114
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,杭州沿江湿地公园 (Hangzhou Riverside Wetland Park),2025-11-06 06:20,30.2605585,120.3580163,2,CN-33,S283383055
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,官庄公园 (Guanzhuang Park),2025-11-06 06:56,39.8799075,116.5084191,1,CN-11,S283061414
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,杭州沿江湿地公园 (Hangzhou Riverside Wetland Park),2025-11-06 07:00,30.2605585,120.3580163,2,CN-33,S283078047
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,南汇东滩 (Nanhui Dongtan),2025-11-06 07:35,30.918356,121.9774164,5,CN-31,S283068263
